Bear,Datetime_behavior_starts,Datetime_behavior_ends,Behavior,Comments
8,4/11/2016 20:34:50,4/11/2016 20:34:56,carrying carcass,moving seal carcass
8,4/11/2016 20:34:56,4/11/2016 20:35:03,mixed,
8,4/11/2016 20:36:03,4/11/2016 20:37:03,mixed,
8,4/11/2016 20:38:03,4/11/2016 20:38:24,interacting,
8,4/11/2016 20:38:24,4/11/2016 20:38:27,head shake,
8,4/11/2016 20:38:27,4/11/2016 20:38:38,mixed,
8,4/11/2016 20:38:38,4/11/2016 20:38:39,head shake,
8,4/11/2016 20:38:39,4/11/2016 20:39:03,interacting,
8,4/11/2016 20:40:03,4/11/2016 20:40:06,interacting,
8,4/11/2016 20:40:06,4/11/2016 20:40:17,carrying carcass,moving seal carcass
8,4/11/2016 20:40:17,4/11/2016 20:40:19,mixed,
8,4/11/2016 20:40:19,4/11/2016 20:40:20,carrying carcass,moving seal carcass
8,4/11/2016 20:40:20,4/11/2016 20:40:27,mixed,
8,4/11/2016 20:40:27,4/11/2016 20:40:29,carrying carcass,hauling seal
8,4/11/2016 20:40:29,4/11/2016 20:40:31,mixed,
8,4/11/2016 20:40:31,4/11/2016 20:40:32,carrying carcass,hauling seal
8,4/11/2016 20:40:32,4/11/2016 20:40:37,mixed,
8,4/11/2016 20:40:37,4/11/2016 20:40:43,eating,eating seal carcass
8,4/11/2016 20:40:43,4/11/2016 20:40:46,interacting,
8,4/11/2016 20:40:46,4/11/2016 20:40:49,mixed,
8,4/11/2016 20:40:49,4/11/2016 20:40:51,head shake,
8,4/11/2016 20:40:51,4/11/2016 20:41:03,mixed,
8,4/11/2016 20:42:03,4/11/2016 20:42:20,swimming,in water
8,4/11/2016 20:42:20,4/11/2016 20:42:21,head shake,
8,4/11/2016 20:42:21,4/11/2016 20:42:32,swimming,in water
8,4/11/2016 20:42:32,4/11/2016 20:42:33,head shake,
8,4/11/2016 20:42:33,4/11/2016 20:42:46,swimming,in water
8,4/11/2016 20:42:46,4/11/2016 20:42:48,head shake,
8,4/11/2016 20:42:48,4/11/2016 20:42:58,interacting,in water
8,4/11/2016 20:42:58,4/11/2016 20:42:59,head shake,
8,4/11/2016 20:42:59,4/11/2016 20:43:03,swimming,in water
8,4/11/2016 20:44:03,4/11/2016 20:44:10,swimming,in water
8,4/11/2016 20:44:10,4/11/2016 20:44:11,head shake,
8,4/11/2016 20:44:11,4/11/2016 20:44:17,interacting,
8,4/11/2016 20:44:17,4/11/2016 20:44:18,head shake,
8,4/11/2016 20:44:18,4/11/2016 20:44:31,swimming,in water
8,4/11/2016 20:44:31,4/11/2016 20:44:33,head shake,
8,4/11/2016 20:44:33,4/11/2016 20:44:39,swimming,in water
8,4/11/2016 20:44:39,4/11/2016 20:44:40,head shake,
8,4/11/2016 20:44:40,4/11/2016 20:44:46,mixed,hauling out of water
8,4/11/2016 20:44:46,4/11/2016 20:44:48,interacting,
8,4/11/2016 20:44:48,4/11/2016 20:44:50,head shake,
8,4/11/2016 20:44:50,4/11/2016 20:45:03,interacting,
8,4/11/2016 20:46:03,4/11/2016 20:46:17,mixed,swimming in water with seal carcass
8,4/11/2016 20:46:17,4/11/2016 20:46:18,head shake,
8,4/11/2016 20:46:18,4/11/2016 20:46:33,mixed,swimming in water with seal carcass
8,4/11/2016 20:46:33,4/11/2016 20:46:34,head shake,
8,4/11/2016 20:46:34,4/11/2016 20:47:03,mixed,swimming in water with seal carcass
8,4/11/2016 20:48:03,4/11/2016 20:48:26,mixed,swimming in water with seal carcass
8,4/11/2016 20:48:26,4/11/2016 20:48:27,head shake,
8,4/11/2016 20:48:27,4/11/2016 20:49:00,mixed,swimming in water with seal carcass
8,4/11/2016 20:49:00,4/11/2016 20:49:01,head shake,
8,4/11/2016 20:49:01,4/11/2016 20:49:03,swimming,in water
8,4/11/2016 20:50:03,4/11/2016 20:50:04,head shake,
8,4/11/2016 20:50:04,4/11/2016 20:50:12,interacting,
8,4/11/2016 20:50:12,4/11/2016 20:50:13,head shake,
8,4/11/2016 20:50:13,4/11/2016 20:50:16,mixed,
8,4/11/2016 20:50:16,4/11/2016 20:50:18,head shake,
8,4/11/2016 20:50:18,4/11/2016 20:50:26,mixed,
8,4/11/2016 20:50:26,4/11/2016 20:50:28,head shake,
8,4/11/2016 20:50:28,4/11/2016 20:50:34,mixed,
8,4/11/2016 20:50:34,4/11/2016 20:50:35,head shake,
8,4/11/2016 20:50:35,4/11/2016 20:50:42,mixed,
8,4/11/2016 20:50:42,4/11/2016 20:50:43,head shake,
8,4/11/2016 20:50:43,4/11/2016 20:51:03,interacting,
8,4/11/2016 20:52:03,4/11/2016 20:52:13,mixed,swimming in water with seal carcass
8,4/11/2016 20:52:13,4/11/2016 20:52:15,head shake,
8,4/11/2016 20:52:15,4/11/2016 20:52:36,mixed,moving in and out of water with seal carcass
8,4/11/2016 20:52:36,4/11/2016 20:52:38,head shake,
8,4/11/2016 20:52:38,4/11/2016 20:52:51,interacting,
8,4/11/2016 20:52:51,4/11/2016 20:53:03,mixed,
8,4/11/2016 20:54:03,4/11/2016 20:54:10,mixed,
8,4/11/2016 20:54:10,4/11/2016 20:54:11,head shake,
8,4/11/2016 20:54:11,4/11/2016 20:54:12,swimming,in water
8,4/11/2016 20:54:12,4/11/2016 20:54:14,head shake,
8,4/11/2016 20:54:14,4/11/2016 20:54:33,swimming,in water
8,4/11/2016 20:54:33,4/11/2016 20:54:34,head shake,
8,4/11/2016 20:54:34,4/11/2016 20:54:35,swimming,in water
8,4/11/2016 20:54:35,4/11/2016 20:54:36,head shake,
8,4/11/2016 20:54:36,4/11/2016 20:54:55,swimming,in water
8,4/11/2016 20:54:55,4/11/2016 20:54:56,head shake,
8,4/11/2016 20:54:56,4/11/2016 20:55:03,swimming,in water
8,4/11/2016 20:56:03,4/11/2016 20:56:24,interacting,
8,4/11/2016 20:56:24,4/11/2016 20:56:27,walking,and running
8,4/11/2016 20:56:27,4/11/2016 20:56:28,adjusting,
8,4/11/2016 20:56:28,4/11/2016 20:56:30,head shake,
8,4/11/2016 20:56:30,4/11/2016 20:56:31,adjusting,
8,4/11/2016 20:56:31,4/11/2016 20:56:36,walking,
8,4/11/2016 20:56:36,4/11/2016 20:56:37,adjusting,
8,4/11/2016 20:56:37,4/11/2016 20:56:39,head shake,
8,4/11/2016 20:56:39,4/11/2016 20:57:03,rolling in snow,
8,4/11/2016 20:58:03,4/11/2016 20:58:18,interacting,
8,4/11/2016 20:58:18,4/11/2016 20:58:20,walking,and running
8,4/11/2016 20:58:20,4/11/2016 20:58:24,mixed,
8,4/11/2016 20:58:24,4/11/2016 20:58:28,walking,
8,4/11/2016 20:58:28,4/11/2016 20:58:33,mixed,
8,4/11/2016 20:58:33,4/11/2016 20:58:40,rolling in snow,
8,4/11/2016 20:58:40,4/11/2016 20:59:03,interacting,
8,4/11/2016 21:00:03,4/11/2016 21:00:07,mixed,
8,4/11/2016 21:00:07,4/11/2016 21:00:09,interacting,
8,4/11/2016 21:00:09,4/11/2016 21:00:12,running,
8,4/11/2016 21:00:12,4/11/2016 21:00:23,walking,
8,4/11/2016 21:00:23,4/11/2016 21:00:28,mixed,
8,4/11/2016 21:00:28,4/11/2016 21:00:34,interacting,
8,4/11/2016 21:00:34,4/11/2016 21:00:40,mixed,
8,4/11/2016 21:00:40,4/11/2016 21:00:46,interacting,
8,4/11/2016 21:00:46,4/11/2016 21:01:03,mixed,
8,4/11/2016 21:02:03,4/11/2016 21:02:06,mixed,
8,4/11/2016 21:02:06,4/11/2016 21:02:08,carrying carcass,moving seal carcass
8,4/11/2016 21:02:08,4/11/2016 21:02:13,mixed,
8,4/11/2016 21:02:13,4/11/2016 21:02:15,eating,eating seal carcass
8,4/11/2016 21:02:15,4/11/2016 21:02:16,mixed,
8,4/11/2016 21:02:16,4/11/2016 21:02:17,carrying carcass,moving seal carcass
8,4/11/2016 21:02:17,4/11/2016 21:02:23,interacting,
8,4/11/2016 21:02:23,4/11/2016 21:02:56,mixed,
8,4/11/2016 21:02:56,4/11/2016 21:03:03,digging,digging in snow
8,4/11/2016 21:04:03,4/11/2016 21:04:23,mixed,
8,4/11/2016 21:04:23,4/11/2016 21:04:31,pouncing,pouncing on ice
8,4/11/2016 21:04:31,4/11/2016 21:04:37,mixed,
8,4/11/2016 21:04:37,4/11/2016 21:04:39,pouncing,
8,4/11/2016 21:04:39,4/11/2016 21:04:45,mixed,
8,4/11/2016 21:04:45,4/11/2016 21:04:46,head shake,
8,4/11/2016 21:04:46,4/11/2016 21:04:59,mixed,
8,4/11/2016 21:04:59,4/11/2016 21:05:00,head shake,
8,4/11/2016 21:05:00,4/11/2016 21:05:03,mixed,
8,4/11/2016 21:06:03,4/11/2016 21:06:52,unknown,lens obscurred by ice
8,4/11/2016 21:06:52,4/11/2016 21:06:53,head shake,
8,4/11/2016 21:06:53,4/11/2016 21:07:03,mixed,
8,4/11/2016 21:08:03,4/11/2016 21:08:18,mixed,
8,4/11/2016 21:08:18,4/11/2016 21:08:19,head shake,
8,4/11/2016 21:08:19,4/11/2016 21:08:24,mixed,
8,4/11/2016 21:08:24,4/11/2016 21:08:25,head shake,
8,4/11/2016 21:08:25,4/11/2016 21:08:39,mixed,in and out of water
8,4/11/2016 21:08:39,4/11/2016 21:08:40,head shake,
8,4/11/2016 21:08:40,4/11/2016 21:08:45,mixed,
8,4/11/2016 21:08:45,4/11/2016 21:08:47,head shake,
8,4/11/2016 21:08:47,4/11/2016 21:08:49,mixed,
8,4/11/2016 21:08:49,4/11/2016 21:08:57,digging,digging in snow
8,4/11/2016 21:08:57,4/11/2016 21:09:03,mixed,
8,4/11/2016 21:10:03,4/11/2016 21:10:25,unknown,lens obscurred by ice
8,4/11/2016 21:10:25,4/11/2016 21:10:27,head shake,
8,4/11/2016 21:10:27,4/11/2016 21:10:41,unknown,lens obscurred by ice
8,4/11/2016 21:10:41,4/11/2016 21:10:55,swimming,in water
8,4/11/2016 21:10:55,4/11/2016 21:10:56,head shake,
8,4/11/2016 21:10:56,4/11/2016 21:10:57,swimming,in water
8,4/11/2016 21:10:57,4/11/2016 21:10:58,head shake,
8,4/11/2016 21:10:58,4/11/2016 21:11:03,swimming,in water
8,4/11/2016 21:12:03,4/11/2016 21:12:10,swimming,in water
8,4/11/2016 21:12:10,4/11/2016 21:12:12,head shake,
8,4/11/2016 21:12:12,4/11/2016 21:12:30,swimming,in water
8,4/11/2016 21:12:30,4/11/2016 21:12:31,head shake,
8,4/11/2016 21:12:31,4/11/2016 21:13:03,swimming,in water
8,4/11/2016 21:14:03,4/11/2016 21:14:04,head shake,
8,4/11/2016 21:14:04,4/11/2016 21:14:30,swimming,in water
8,4/11/2016 21:14:30,4/11/2016 21:14:32,head shake,
8,4/11/2016 21:14:32,4/11/2016 21:14:40,mixed,
8,4/11/2016 21:14:40,4/11/2016 21:14:56,interacting,
8,4/11/2016 21:14:56,4/11/2016 21:14:57,mixed,
8,4/11/2016 21:14:57,4/11/2016 21:14:59,head shake,
8,4/11/2016 21:14:59,4/11/2016 21:15:03,mixed,
8,4/11/2016 21:16:03,4/11/2016 21:16:06,walking,
8,4/11/2016 21:16:06,4/11/2016 21:16:09,mixed,
8,4/11/2016 21:16:09,4/11/2016 21:16:11,head shake,
8,4/11/2016 21:16:11,4/11/2016 21:16:15,mixed,
8,4/11/2016 21:16:15,4/11/2016 21:16:20,rolling in snow,
8,4/11/2016 21:16:20,4/11/2016 21:16:23,mixed,
8,4/11/2016 21:16:23,4/11/2016 21:16:41,unknown,lens obscurred by ice
8,4/11/2016 21:16:41,4/11/2016 21:16:51,rolling in snow,
8,4/11/2016 21:16:51,4/11/2016 21:16:54,mixed,
8,4/11/2016 21:16:54,4/11/2016 21:17:03,rolling in snow,
8,4/11/2016 21:18:03,4/11/2016 21:18:12,mixed,
8,4/11/2016 21:18:12,4/11/2016 21:18:16,walking,
8,4/11/2016 21:18:16,4/11/2016 21:18:43,mixed,
8,4/11/2016 21:18:43,4/11/2016 21:19:03,interacting,
8,4/11/2016 21:20:03,4/11/2016 21:20:05,interacting,
8,4/11/2016 21:20:05,4/11/2016 21:20:21,walking,
8,4/11/2016 21:20:21,4/11/2016 21:20:23,mixed,
8,4/11/2016 21:20:23,4/11/2016 21:20:29,interacting,
8,4/11/2016 21:20:29,4/11/2016 21:20:40,walking,
8,4/11/2016 21:20:40,4/11/2016 21:20:46,mixed,
8,4/11/2016 21:20:46,4/11/2016 21:21:03,rolling in snow,
8,4/11/2016 21:22:03,4/11/2016 21:22:15,rolling in snow,
8,4/11/2016 21:22:15,4/11/2016 21:22:19,mixed,
8,4/11/2016 21:22:19,4/11/2016 21:22:30,rolling in snow,
8,4/11/2016 21:22:30,4/11/2016 21:22:31,mixed,
8,4/11/2016 21:22:31,4/11/2016 21:22:42,interacting,
8,4/11/2016 21:22:42,4/11/2016 21:22:44,mixed,
8,4/11/2016 21:22:44,4/11/2016 21:22:52,rolling in snow,
8,4/11/2016 21:22:52,4/11/2016 21:22:53,mixed,
8,4/11/2016 21:22:53,4/11/2016 21:23:03,interacting,
8,4/11/2016 21:24:03,4/11/2016 21:24:11,mixed,
8,4/11/2016 21:24:11,4/11/2016 21:24:19,interacting,
8,4/11/2016 21:24:19,4/11/2016 21:24:21,mixed,
8,4/11/2016 21:24:21,4/11/2016 21:24:31,walking,
8,4/11/2016 21:24:31,4/11/2016 21:24:34,mixed,
8,4/11/2016 21:24:34,4/11/2016 21:24:44,unknown,lens obscurred by ice
8,4/11/2016 21:24:44,4/11/2016 21:25:03,mixed,
8,4/11/2016 21:26:03,4/11/2016 21:26:21,interacting,
8,4/11/2016 21:26:21,4/11/2016 21:26:23,mixed,
8,4/11/2016 21:26:23,4/11/2016 21:27:03,digging,digging in snow
8,4/11/2016 21:28:03,4/11/2016 21:28:42,digging,digging in snow
8,4/11/2016 21:28:42,4/11/2016 21:28:46,adjusting,
8,4/11/2016 21:28:46,4/11/2016 21:29:03,digging,digging in snow
8,4/11/2016 21:30:03,4/11/2016 21:30:28,interacting,
8,4/11/2016 21:30:28,4/11/2016 21:30:41,mixed,
8,4/11/2016 21:30:41,4/11/2016 21:30:55,interacting,
8,4/11/2016 21:30:55,4/11/2016 21:31:03,mixed,
8,4/11/2016 21:32:03,4/11/2016 21:32:27,interacting,
8,4/11/2016 21:32:27,4/11/2016 21:32:33,mixed,
8,4/11/2016 21:32:33,4/11/2016 21:33:03,interacting,
8,4/11/2016 21:34:03,4/11/2016 21:34:11,mixed,
8,4/11/2016 21:34:11,4/11/2016 21:35:03,interacting,
8,4/11/2016 21:36:03,4/11/2016 21:36:13,interacting,
8,4/11/2016 21:36:13,4/11/2016 21:36:20,mixed,
8,4/11/2016 21:36:20,4/11/2016 21:36:27,digging,digging in snow
8,4/11/2016 21:36:27,4/11/2016 21:36:34,mixed,
8,4/11/2016 21:36:34,4/11/2016 21:37:03,interacting,
8,4/11/2016 21:38:03,4/11/2016 21:38:08,sitting or standing,
8,4/11/2016 21:38:08,4/11/2016 21:38:25,mixed,
8,4/11/2016 21:38:25,4/11/2016 21:38:50,walking,
8,4/11/2016 21:38:50,4/11/2016 21:39:00,mixed,
8,4/11/2016 21:39:00,4/11/2016 21:39:03,walking,
8,4/11/2016 21:40:03,4/11/2016 21:40:41,walking,
8,4/11/2016 21:40:41,4/11/2016 21:40:55,mixed,
8,4/11/2016 21:40:55,4/11/2016 21:41:03,walking,
8,4/11/2016 21:42:03,4/11/2016 21:42:51,walking,
8,4/11/2016 21:42:51,4/11/2016 21:43:03,mixed,
8,4/11/2016 21:44:03,4/11/2016 21:45:03,mixed,
8,4/11/2016 21:46:03,4/11/2016 21:47:03,mixed,
8,4/11/2016 21:48:03,4/11/2016 21:49:03,walking,
8,4/11/2016 21:50:03,4/11/2016 21:50:13,mixed,
8,4/11/2016 21:50:13,4/11/2016 21:50:21,walking,
8,4/11/2016 21:50:21,4/11/2016 21:50:34,mixed,
8,4/11/2016 21:50:34,4/11/2016 21:50:50,walking,
8,4/11/2016 21:50:50,4/11/2016 21:51:03,running,
8,4/11/2016 21:52:03,4/11/2016 21:52:33,walking,
8,4/11/2016 21:52:33,4/11/2016 21:52:41,mixed,
8,4/11/2016 21:52:41,4/11/2016 21:53:03,walking,
8,4/11/2016 21:54:03,4/11/2016 21:54:06,mixed,
8,4/11/2016 21:54:06,4/11/2016 21:54:26,walking,
8,4/11/2016 21:54:26,4/11/2016 21:54:34,mixed,
8,4/11/2016 21:54:34,4/11/2016 21:54:37,pouncing,
8,4/11/2016 21:54:37,4/11/2016 21:54:42,digging,digging in snow
8,4/11/2016 21:54:42,4/11/2016 21:54:50,mixed,
8,4/11/2016 21:54:50,4/11/2016 21:54:52,pouncing,
8,4/11/2016 21:54:52,4/11/2016 21:54:58,mixed,
8,4/11/2016 21:54:58,4/11/2016 21:55:03,digging,digging in snow
8,4/11/2016 21:56:03,4/11/2016 21:56:18,mixed,
8,4/11/2016 21:56:18,4/11/2016 21:56:21,pouncing,
8,4/11/2016 21:56:21,4/11/2016 21:56:23,mixed,
8,4/11/2016 21:56:23,4/11/2016 21:56:26,pouncing,
8,4/11/2016 21:56:26,4/11/2016 21:57:03,mixed,
8,4/11/2016 21:58:03,4/11/2016 21:58:08,mixed,
8,4/11/2016 21:58:08,4/11/2016 21:58:41,walking,
8,4/11/2016 21:58:41,4/11/2016 21:58:58,mixed,
8,4/11/2016 21:58:58,4/11/2016 21:59:01,pouncing,
8,4/11/2016 21:59:01,4/11/2016 21:59:03,mixed,
8,4/11/2016 22:00:03,4/11/2016 22:00:13,sitting or standing,
8,4/11/2016 22:00:13,4/11/2016 22:01:03,mixed,
8,4/11/2016 22:02:03,4/11/2016 22:02:32,walking,
8,4/11/2016 22:02:32,4/11/2016 22:02:41,running,
8,4/11/2016 22:02:41,4/11/2016 22:02:50,walking,
8,4/11/2016 22:02:50,4/11/2016 22:03:03,mixed,
8,4/11/2016 22:04:03,4/11/2016 22:04:10,laying,
8,4/11/2016 22:04:10,4/11/2016 22:04:13,mixed,
8,4/11/2016 22:04:13,4/11/2016 22:04:22,eating snow,
8,4/11/2016 22:04:22,4/11/2016 22:04:32,mixed,
8,4/11/2016 22:04:32,4/11/2016 22:04:49,unknown,lens obscurred by ice
8,4/11/2016 22:04:49,4/11/2016 22:04:54,mixed,
8,4/11/2016 22:04:54,4/11/2016 22:05:03,rolling in snow,
8,4/11/2016 22:06:03,4/11/2016 22:06:07,walking,
8,4/11/2016 22:06:07,4/11/2016 22:06:21,mixed,
8,4/11/2016 22:06:21,4/11/2016 22:06:23,running,
8,4/11/2016 22:06:23,4/11/2016 22:06:26,interacting,
8,4/11/2016 22:06:26,4/11/2016 22:06:36,walking,
8,4/11/2016 22:06:36,4/11/2016 22:07:03,mixed,
8,4/11/2016 22:08:03,4/11/2016 22:09:03,rolling in snow,
8,4/11/2016 22:10:03,4/11/2016 22:10:14,rolling in snow,
8,4/11/2016 22:10:14,4/11/2016 22:10:40,interacting,
8,4/11/2016 22:10:40,4/11/2016 22:10:59,mixed,
8,4/11/2016 22:10:59,4/11/2016 22:11:03,walking,
8,4/11/2016 22:12:03,4/11/2016 22:12:44,walking,
8,4/11/2016 22:12:44,4/11/2016 22:13:03,mixed,
8,4/11/2016 22:14:03,4/11/2016 22:14:30,walking,
8,4/11/2016 22:14:30,4/11/2016 22:14:38,mixed,
8,4/11/2016 22:14:38,4/11/2016 22:14:54,walking,
8,4/11/2016 22:14:54,4/11/2016 22:15:03,running,
8,4/11/2016 22:16:03,4/11/2016 22:16:40,mixed,
8,4/11/2016 22:16:40,4/11/2016 22:16:54,walking,
8,4/11/2016 22:16:54,4/11/2016 22:17:03,mixed,
8,4/11/2016 22:18:03,4/11/2016 22:18:43,mixed,
8,4/11/2016 22:18:43,4/11/2016 22:18:48,running,
8,4/11/2016 22:18:48,4/11/2016 22:19:03,walking,
8,4/11/2016 22:20:03,4/11/2016 22:20:06,walking,
8,4/11/2016 22:20:06,4/11/2016 22:20:15,running,
8,4/11/2016 22:20:15,4/11/2016 22:20:18,walking,
8,4/11/2016 22:20:18,4/11/2016 22:20:24,mixed,
8,4/11/2016 22:20:24,4/11/2016 22:20:29,running,
8,4/11/2016 22:20:29,4/11/2016 22:20:46,walking,
8,4/11/2016 22:20:46,4/11/2016 22:20:54,mixed,
8,4/11/2016 22:20:54,4/11/2016 22:21:03,walking,
8,4/11/2016 22:22:03,4/11/2016 22:22:12,walking,
8,4/11/2016 22:22:12,4/11/2016 22:22:27,mixed,
8,4/11/2016 22:22:27,4/11/2016 22:22:29,walking,
8,4/11/2016 22:22:29,4/11/2016 22:22:46,mixed,
8,4/11/2016 22:22:46,4/11/2016 22:23:00,walking,
8,4/11/2016 22:23:00,4/11/2016 22:23:03,mixed,
8,4/11/2016 22:24:03,4/11/2016 22:24:20,walking,
8,4/11/2016 22:24:20,4/11/2016 22:25:03,mixed,
8,4/11/2016 22:26:03,4/11/2016 22:27:03,unknown,lens obscurred by ice
8,4/11/2016 22:28:03,4/11/2016 22:28:06,unknown,lens obscurred by ice
8,4/11/2016 22:28:06,4/11/2016 22:28:31,walking,
8,4/11/2016 22:28:31,4/11/2016 22:28:37,unknown,lens obscurred by ice
8,4/11/2016 22:28:37,4/11/2016 22:29:03,walking,
8,4/11/2016 22:30:03,4/11/2016 22:31:03,unknown,lens obscurred by ice
8,4/11/2016 22:32:03,4/11/2016 22:33:03,unknown,lens obscurred by ice
8,4/11/2016 22:34:03,4/11/2016 22:35:03,unknown,lens obscurred by ice
8,4/11/2016 22:36:03,4/11/2016 22:37:03,unknown,lens obscurred by ice
8,4/11/2016 22:38:03,4/11/2016 22:39:03,unknown,lens obscurred by ice
8,4/11/2016 22:40:03,4/11/2016 22:41:03,unknown,lens obscurred by ice
8,4/11/2016 22:42:03,4/11/2016 22:43:03,unknown,lens obscurred by ice
8,4/11/2016 22:44:03,4/11/2016 22:45:03,unknown,lens obscurred by ice
8,4/11/2016 22:46:03,4/11/2016 22:47:03,unknown,lens obscurred by ice
8,4/11/2016 22:48:03,4/11/2016 22:49:03,unknown,lens obscurred by ice
8,4/11/2016 22:50:03,4/11/2016 22:51:03,laying,moving head and resting
8,4/11/2016 22:52:03,4/11/2016 22:53:03,laying,moving head and resting
8,4/11/2016 22:54:03,4/11/2016 22:55:03,laying,resting
8,4/11/2016 22:56:03,4/11/2016 22:57:03,laying,resting
8,4/11/2016 22:58:03,4/11/2016 22:58:25,mixed,
8,4/11/2016 22:58:25,4/11/2016 22:59:03,walking,
8,4/11/2016 23:00:03,4/11/2016 23:00:13,walking,
8,4/11/2016 23:00:13,4/11/2016 23:00:44,mixed,
8,4/11/2016 23:00:44,4/11/2016 23:01:03,walking,
8,4/11/2016 23:02:03,4/11/2016 23:02:16,mixed,
8,4/11/2016 23:02:16,4/11/2016 23:02:18,head shake,
8,4/11/2016 23:02:18,4/11/2016 23:03:03,mixed,
8,4/11/2016 23:04:03,4/11/2016 23:04:23,mixed,
8,4/11/2016 23:04:23,4/11/2016 23:04:25,digging,digging in snow
8,4/11/2016 23:04:25,4/11/2016 23:04:28,adjusting,
8,4/11/2016 23:04:28,4/11/2016 23:04:33,digging,digging in snow
8,4/11/2016 23:04:33,4/11/2016 23:04:41,adjusting,
8,4/11/2016 23:04:41,4/11/2016 23:05:01,laying,moving head and resting
8,4/11/2016 23:05:01,4/11/2016 23:05:03,interacting,
8,4/11/2016 23:06:03,4/11/2016 23:06:14,mixed,
8,4/11/2016 23:06:14,4/11/2016 23:06:21,walking,
8,4/11/2016 23:06:21,4/11/2016 23:06:25,mixed,
8,4/11/2016 23:06:25,4/11/2016 23:06:56,walking,
8,4/11/2016 23:06:56,4/11/2016 23:07:00,mixed,
8,4/11/2016 23:07:00,4/11/2016 23:07:03,walking,
8,4/11/2016 23:08:03,4/11/2016 23:09:03,mixed,still hunting while moving around
8,4/11/2016 23:10:03,4/11/2016 23:10:11,mixed,still hunting while moving around
8,4/11/2016 23:10:11,4/11/2016 23:10:13,pouncing,pouncing into seal breathing hole
8,4/11/2016 23:10:13,4/11/2016 23:10:15,mixed,hauling out of water
8,4/11/2016 23:10:15,4/11/2016 23:10:17,head shake,
8,4/11/2016 23:10:17,4/11/2016 23:10:20,mixed,
8,4/11/2016 23:10:20,4/11/2016 23:10:22,head shake,
8,4/11/2016 23:10:22,4/11/2016 23:10:29,mixed,
8,4/11/2016 23:10:29,4/11/2016 23:10:31,head shake,
8,4/11/2016 23:10:31,4/11/2016 23:10:53,mixed,
8,4/11/2016 23:10:53,4/11/2016 23:11:03,rolling in snow,
8,4/11/2016 23:12:03,4/11/2016 23:12:35,walking,
8,4/11/2016 23:12:35,4/11/2016 23:13:03,mixed,
8,4/11/2016 23:14:03,4/11/2016 23:14:20,mixed,
8,4/11/2016 23:14:20,4/11/2016 23:15:03,laying,moving head and resting
8,4/11/2016 23:16:03,4/11/2016 23:17:03,unknown,lens obscurred by ice
8,4/11/2016 23:18:03,4/11/2016 23:18:19,rolling in snow,
8,4/11/2016 23:18:19,4/11/2016 23:18:26,adjusting,
8,4/11/2016 23:18:26,4/11/2016 23:18:38,walking,
8,4/11/2016 23:18:38,4/11/2016 23:18:45,mixed,
8,4/11/2016 23:18:45,4/11/2016 23:18:53,digging,digging in snow
8,4/11/2016 23:18:53,4/11/2016 23:19:01,mixed,
8,4/11/2016 23:19:01,4/11/2016 23:19:03,digging,digging in snow
8,4/11/2016 23:20:03,4/11/2016 23:20:09,laying,resting
8,4/11/2016 23:20:09,4/11/2016 23:21:03,adjusting,
8,4/11/2016 23:22:03,4/11/2016 23:22:27,laying,moving head and resting
8,4/11/2016 23:22:27,4/11/2016 23:22:40,adjusting,
8,4/11/2016 23:22:40,4/11/2016 23:23:03,laying,moving head and resting
8,4/11/2016 23:24:03,4/11/2016 23:25:03,laying,moving head and resting
8,4/11/2016 23:26:03,4/11/2016 23:26:18,interacting,
8,4/11/2016 23:26:18,4/11/2016 23:26:28,walking,
8,4/11/2016 23:26:28,4/11/2016 23:26:34,mixed,
8,4/11/2016 23:26:34,4/11/2016 23:26:52,walking,
8,4/11/2016 23:26:52,4/11/2016 23:27:00,mixed,
8,4/11/2016 23:27:00,4/11/2016 23:27:03,walking,
8,4/11/2016 23:28:03,4/11/2016 23:28:21,walking,
8,4/11/2016 23:28:21,4/11/2016 23:28:22,mixed,
8,4/11/2016 23:28:22,4/11/2016 23:28:25,pouncing,
8,4/11/2016 23:28:25,4/11/2016 23:28:31,mixed,
8,4/11/2016 23:28:31,4/11/2016 23:28:41,walking,
8,4/11/2016 23:28:41,4/11/2016 23:28:50,mixed,
8,4/11/2016 23:28:50,4/11/2016 23:28:54,walking,
8,4/11/2016 23:28:54,4/11/2016 23:29:03,mixed,
8,4/11/2016 23:30:03,4/11/2016 23:30:50,mixed,
8,4/11/2016 23:30:50,4/11/2016 23:31:03,walking,
8,4/11/2016 23:32:03,4/11/2016 23:32:08,walking,
8,4/11/2016 23:32:08,4/11/2016 23:32:17,mixed,
8,4/11/2016 23:32:17,4/11/2016 23:32:25,digging,digging in snow
8,4/11/2016 23:32:25,4/11/2016 23:32:26,mixed,
8,4/11/2016 23:32:26,4/11/2016 23:32:36,rolling in snow,
8,4/11/2016 23:32:36,4/11/2016 23:32:43,adjusting,
8,4/11/2016 23:32:43,4/11/2016 23:33:03,laying,moving head and resting
8,4/11/2016 23:34:03,4/11/2016 23:34:12,adjusting,
8,4/11/2016 23:34:12,4/11/2016 23:34:29,laying,resting
8,4/11/2016 23:34:29,4/11/2016 23:34:35,adjusting,
8,4/11/2016 23:34:35,4/11/2016 23:34:44,laying,moving head and resting
8,4/11/2016 23:34:44,4/11/2016 23:35:02,adjusting,
